"longitude";"latitude"
-117.13196;32.571403
-124.119101;40.885136
-117.126156;32.574184
-117.885672;33.630808
-120.305747;35.759113
-94.042103;29.675587
-120.841801;35.344524
-97.168214;26.111732
-122.515627;37.93352
-124.094612;40.857361
-120.842273;35.321738
-97.154127;27.885098
-117.952502;33.632344
-117.104104;33.885449
-117.228338;32.758461
-122.502086;37.925505
-121.67507;38.580773
-122.879;49.059
-117.239095;32.756795
-122.740545;38.362522
-97.20643;27.637459
-122.340221;37.908675
-122.512665;38.21067
-115.67522;32.889822
-97.412014;27.086196
-122.109656;37.456899
-98.306694;26.17177
-122.501721;37.894839
-89.82799;21.2192
-95.813827;29.900112
-113.555889;28.9432
-97.836084;26.147531
-97.816601;26.215823
-120.626492;37.177689
-97.269585;26.05739
-97.312088;27.472105
-122.598088;38.22891
-97.2999;26.002333
-121.906512;36.968691
-106.536812;23.408415
-98.135191;26.290582
-122.073362;37.531631
-97.327244;26.091394
-121.979603;37.49512
-121.620802;38.551789
-117.232593;32.784582
-120.94378;35.448411
-122.372546;37.738124
-112.525891;33.377678
-122.69042;37.920986
-97.816038;28.00677
-122.490333;37.895413
-119.773464;35.164547
-120.867889;35.398286
-111.590688;32.650505
-120.847608;35.343021
-121.112595;35.574194
-121.736755;37.187107
-122.173415;39.385086
-122.1565;39.428439
-115.575913;33.169389
-115.709622;33.075761
-111.901245;28.791416
-121.797695;37.924295
-122.311799;37.892331
-122.052371;38.239444
-96.809856;28.290926
-118.044646;33.69771
-122.321746;37.894382
-122.515283;37.934179
-95.879467;29.924153
-122.428551;37.805181
-122.438807;37.808038
-122.315227;37.588646
-117.247285;32.758747
-122.098918;37.435919
-119.02986;36.40055
-97.282077;26.041662
-120.865237;35.371244
-121.801457;36.837246
-122.51009;37.756194
-122.248714;37.563541
-121.299705;36.804131
-120.887561;35.43431
-117.964797;33.636989
-97.378349;26.238305
-105.273571;21.545095
-97.173873;26.137432
-120.839856;35.345337
-120.874672;37.143625
-98.97892;19.265841
-100.69297;24.986962
-112.166451;28.974769
-112.486868;33.378519
-97.174823;26.140091
-105.589836;22.481313
-122.327453;37.909601
-98.3658;26.1764
-122.225647;37.506458
-115.648591;33.136761
-119.375853;35.906519
-119.875603;34.413601
-118.936615;36.272234
-124.110811;40.872442
-96.532745;28.376147
-121.626635;38.548367
-124.082334;40.844473
-124.101319;40.860933
-121.684055;38.593462
-97.087383;27.832777
-121.619321;39.552544
-122.39268;37.646855
-102.085808;32.007507
-121.325098;38.289089
-121.788274;36.816857
-121.461668;36.982261
-88.192709;21.561254
-122.1387;39.46507
-120.692905;35.267383
-121.636183;38.562965
-98.053189;26.47599
-115.998747;30.452132
-115.615096;33.177467
-121.981652;37.494797
-97.347523;26.228509
-122.056711;36.952378
-122.313538;37.866181
-111.7682;33.236
-97.034751;28.031028
-109.720019;31.561498
-96.977606;28.123237
-97.697382;26.387333
-97.388987;25.967113
-121.611099;38.548165
-97.865477;27.646219
-119.079829;34.099585
-118.03683;33.695816
-98.202474;29.026108
-121.844003;39.752267
-97.222652;28.08228
-97.355931;27.852549
-122.160807;37.675341
-122.044183;39.186442
-96.587591;28.353414
-121.960065;37.439344
-76.347891;34.828717
-98.380753;26.185187
-95.907662;29.913579
-117.125358;32.563388
-122.583883;38.225168
-122.046054;39.188772
-97.34889;26.091548
-122.161403;37.667958
-120.379772;35.845022
-112.697539;33.362972
-122.321788;37.590627
-121.676416;38.574944
-121.812407;38.812219
-117.248132;32.765964
-112.780948;33.304081
-98.382904;26.172018
-121.123672;35.596653
-121.787077;36.817059
-122.30106;37.845833
-121.766734;36.810365
-120.855657;35.369948
-97.299594;27.424177
-114.601408;32.550212
-121.485958;38.450564
-84.942298;10.059451
-95.762007;28.731125
-122.060728;39.457667
-121.637192;38.583667
-122.375548;37.745658
-109.934;32.365
-122.115612;39.304417
-121.736476;36.818231
-117.887936;33.643277
-97.672877;26.391562
-122.153338;39.222433
-116.608061;31.816441
-122.196615;37.514168
-122.506903;37.729402
-121.79007;36.79912
-115.513;33.228349
-115.580005;33.171453
-110.404793;24.104227
-119.537451;34.397898
-120.850107;35.33773
-95.118771;29.089252
-122.137284;37.623393
-96.942304;28.32178
-96.811867;28.251864
-121.669722;38.593093
-117.903095;33.619819
-122.336969;37.910143
-121.03;37.062
-122.277439;37.768408
-121.929789;39.525163
-119.810539;35.155759
-97.342549;26.216325
-122.211227;37.742163
-121.633983;38.557521
-122.372388;37.73804
-121.624436;38.537445
-97.693663;26.220568
-121.781633;36.814425
-94.430222;16.185694
-104.584393;24.000396
-96.04454;29.161606
-117.117975;32.591366
-121.737574;36.838211
-122.13805;39.52364
-97.35044;26.137142
-97.319641;25.95434
-122.075958;37.543489
-81.298742;31.238564
-120.87479;35.414892
-122.733056;38.363035
-122.39203;37.639129
-97.789306;27.221586
-124.105203;40.873268
-112.711358;33.334472
-96.229076;28.652633
-122.31338;37.89342
-97.173557;26.137486
-97.279472;27.491827
-96.715736;28.408615
-102.001684;31.985857
-117.271733;33.007202
-118.046218;33.695736
-111.585022;32.676707
-97.348895;26.091464
-122.508931;37.751206
-122.887552;49.05723
-115.643898;33.05189
-124.186245;40.790958
-96.976254;28.149768
-97.216808;28.195441
-98.263254;26.179798
-117.132518;32.566199
-122.469578;38.128548
-94.93211;29.222645
-124.120967;40.864728
-122.397026;37.642846
-115.604153;33.192357
-121.422958;38.455941
-115.653423;32.711743
-97.354939;26.156219
-110.346155;24.124906
-94.747442;29.368138
-95.873651;29.959843
-117.229539;32.754252
-122.667601;37.907959
-124.218596;40.740336
-102.152028;21.568815
-97.078956;27.82753
-117.113378;32.639147
-120.64401;35.141799
-96.900479;28.147348
-96.80632;28.301541
-97.993025;26.096148
-97.179512;27.665117
-97.684121;27.319696
-97.351773;26.184608
-97.772323;26.103944
-122.17191;39.405434
-115.580506;33.176308
-121.749996;36.805112
-119.02775;36.40461
-80.286412;32.510594
-97.518951;27.571667
-99.062476;19.27207
-115.554869;33.176756
-121.64629;39.552633
-109.824317;32.229852
-116.12082;30.883206
-119.73505;35.090549
-121.431842;38.275788
-97.715791;27.311926
-121.65436;37.990727
-122.514084;37.934198
-120.85271;35.317069
-122.052773;38.237528
-117.128785;32.555828
-82.112889;26.445623
-120.86659;37.707
-110.974317;27.9618
-112.689471;33.349315
-121.166759;38.683688
-121.660366;38.575145
-121.264206;38.287868
-117.132196;32.569951
-124.105039;40.854851
-97.297325;27.424424
-120.620785;35.030207
-97.127037;28.022136
-120.853397;35.36493
-97.327448;26.091435
-117.888742;33.62336
-97.413733;26.015511
-122.22897;37.54282
-97.220437;27.6265
-118.045383;33.698886
-97.04189;28.057685
-122.52237;37.886245
-95.890539;29.928252
-122.393301;38.22038
-97.304846;26.206475
-97.455597;27.585579
-121.439491;38.265824
-122.367609;37.904564
-122.318859;38.217177
-83.066597;29.207016
-122.639244;37.896336
-119.871366;34.421439
-117.272454;33.003562
-73.0842;11.4317
-92.895541;30.258057
-121.469113;38.846065
-120.866947;35.393528
-118.04578;33.69598
-117.231965;32.788591
-97.673879;26.357963
-122.32594;37.805478
-111.421967;28.379998
-111.57526;32.647692
-95.845767;29.978861
-97.061977;27.83346
-117.241069;32.755451
-121.792098;36.816885
-97.314999;26.092858
-121.789198;36.705655
-121.450649;38.821847
-123.072699;38.324814
-85.069151;9.655399
-97.418346;26.005727
-124.097733;40.858345
-120.543717;37.74277
-122.301589;37.856616
-119.09803;36.36996
-124.254143;40.672099
-122.51009;37.938368
-120.906945;35.447844
-115.545101;33.176569
-115.521069;33.086508
-97.766164;27.406946
-121.313868;38.161556
-94.893514;29.25398
-124.195204;40.771962
-97.332773;27.714306
-116.666339;31.715581
-120.600378;34.690957
-124.211354;40.684888
-115.684147;32.781845
-121.58638;37.975124
-122.447106;37.806196
-115.490341;33.162774
-122.15179;37.661198
-122.66041;37.90852
-95.043926;29.138443
-120.649715;35.147736
-117.131239;32.559359
-88.844017;29.832757
-97.374101;26.073745
-97.34386;26.210997
-119.05911;36.366265
-122.202963;39.260427
-97.211;27.621
-121.99914;36.962032
-120.867057;35.369397
-121.710864;38.603673
-115.57533;33.17455
-120.639255;35.134005
-122.883172;49.048169
-104.873085;24.843294
-124.194388;40.775537
-97.327409;27.867913
-120.857;35.3699
-117.886734;33.623589
-122.050724;38.241753
-117.221067;32.721686
-97.61036;27.865049
-122.325125;37.90012
-81.273293;31.259733
-117.120612;32.589405
-112.705243;33.348885
-97.35177;26.18461
-115.597286;33.211727
-102.156261;21.550541
-121.64033;38.038818
-114.631941;32.543061
-94.500833;29.51006
-93.898859;29.679366
-112.159149;25.11658
-122.338759;37.911849
-97.843332;27.39431
-97.692618;26.21128
-112.759638;33.327803
-97.339274;27.412524
-97.033863;28.065008
-122.224939;37.500857
-121.961106;37.43954
-120.871757;35.407079
-121.176667;37.650087
-117.960827;33.63007
-120.860983;35.389751
-95.696883;28.737786
-121.423302;38.955243
-115.622692;33.178832
-119.381205;35.909625
-115.480471;33.226626
-122.63916;37.89589
-111.709778;28.458521
-100.727967;24.896033
-95.893264;29.896094
-121.787089;36.816915
-119.098163;36.372125
-95.863502;29.911161
-121.744062;36.840769
-121.635035;38.563308
-115.515258;32.94174
-124.293608;40.614233
-122.735526;38.363756
-115.562611;33.177395
-121.187578;35.643007
-97.479629;26.03897
-94.855614;29.255028
-120.642214;35.140134
-122.393728;37.706663
-120.004864;35.333823
-97.061441;27.867715
-90.824318;29.046866
-96.666243;28.387848
-97.34951;26.107894
-122.68934;37.92227
-97.792517;26.065761
-120.875058;35.304584
-97.407875;26.345806
-119.862299;35.145994
-118.058556;33.709271
-97.474093;26.218595
-122.002959;36.962192
-120.843399;35.34924
-121.307259;36.849131
-117.950377;33.653423
-122.314053;37.590244
-113.352819;28.804639
-117.819014;33.853096
-97.559409;26.059694
-98.226344;26.169288
-95.265115;28.977371
-120.01736;35.36599
-124.098778;40.862413
-97.570224;25.95773
-84.909897;10.034443
-122.37323;37.74459
-124.196287;40.766225
-121.736223;38.034777
-124.31021;40.628211
-97.741198;26.199652
-97.989794;26.147976
-120.642328;35.143038
-120.736442;35.181771
-96.838818;28.390249
-117.129525;32.558805
-102.932646;32.726056
-121.654387;37.990905
-119.857604;34.418648
-122.323837;37.907933
-120.851;35.36607
-122.239809;37.548694
-93.366451;29.765448
-112.658639;33.348188
-95.229336;29.057004
-120.629625;35.046863
-104.402438;19.107754
-121.738388;36.819242
-94.509689;29.510692
-97.337296;27.707122
-119.075618;34.095885
-97.511365;27.537686
-115.579778;33.176506
-117.063538;32.546196
-121.110235;35.568327
-97.299999;27.442045
-122.51107;38.04996
-100.064689;25.875172
-114.581899;32.646455
-117.13946;32.633997
-97.348802;26.090873
-120.416336;35.877437
-122.10896;37.457384
-121.692545;38.611269
-122.102351;37.450843
-115.577459;33.172258
-115.5994;32.94161
-118.045397;33.707492
-81.283516;31.292798
-121.769656;38.559555
-97.716865;26.165915
-122.741339;38.361862
-101.989272;31.983913
-117.960291;33.634059
-97.120857;27.755178
-122.124453;36.966661
-84.900799;10.025949
-97.262993;26.531101
-121.543336;38.780752
-121.126705;35.595627
-122.146704;37.646588
-124.243011;40.593621
-117.953434;33.643483
-112.601881;33.356537
-97.327217;27.893673
-121.895823;36.96218
-121.813762;39.493118
-117.885318;33.626412
-122.323114;37.804747
-96.230482;28.696446
-122.442337;37.806359
-119.104178;34.101883
-117.961407;33.634774
-124.153361;40.808246
-97.934087;26.135874
-119.421246;36.200357
-124.273546;40.610007
-97.35878;27.238147
-122.681547;37.909276
-123.117063;49.015711
-122.324482;37.801613
-105.274719;21.54878
-98.403586;26.270383
-122.891092;38.154605
-121.827135;36.880101
-121.81072;36.853218
-98.29148;26.160395
-117.273573;32.850898
-98.47445;26.312728
-115.70972;33.0827
-112.157707;28.972104
-122.464263;37.804127
-97.615499;27.915932
-121.738242;39.275446
-124.196829;40.76809
-118.045113;33.69883
-97.71912;26.09177
-97.45201;30.394989
-97.992933;26.092054
-121.337042;38.357003
-122.515532;37.93582
-122.318677;37.902839
-90.258543;29.088952
-122.02652;38.208107
-105.360603;22.191538
-120.853536;35.364909
-97.185059;27.69204
-112.525883;33.37798
-122.043747;39.188447
-115.847493;33.444992
-121.73803;39.275344
-118.683801;34.033421
-121.729202;39.274808
-119.528367;34.396123
-121.788517;36.806465
-121.961481;37.433465
-112.773114;33.278653
-121.126896;35.596139
-105.292443;21.53473
-122.15445;37.654097
-124.120016;40.860953
-122.655444;37.908823
-98.010557;27.910851
-122.731479;38.36296
-94.359512;29.958207
-122.319792;37.904224
-120.844116;35.348736
-115.579836;33.164355
-117.231502;32.75783
-90.950661;29.062472
-115.571215;33.168228
-122.306173;37.574772
-124.11227;40.872383
-97.803299;27.519474
-119.078278;36.281421
-122.211077;37.750646
-97.19759;25.96036
-96.122303;29.066073
-121.730576;38.061743
-115.621036;33.067798
-122.131233;37.499104
-117.259406;32.967732
-120.641105;35.135791
-121.809111;38.242068
-122.087502;37.553764
-120.629475;37.17904
-122.514635;37.934359
-113.608694;31.359951
-104.608211;24.025064
-124.14333;40.795944
-122.306521;37.865469
-122.754364;38.357744
-100.608818;30.861858
-81.06142;25.118865
-98.347069;26.213757
-97.417175;25.851753
-121.649725;38.575682
-115.709724;33.082696
-93.124537;29.758491
-119.37564;35.90144
-112.259765;33.389402
-118.067867;33.716691
-97.60992;26.434302
-96.657715;28.329769
-124.10639;40.872724
-114.084263;27.984245
-123.055032;38.341798
-117.211482;32.736137
-120.622029;37.167943
-98.447306;26.434264
-119.53537;34.399686
-105.268712;21.617383
-98.181995;26.159014
-97.456455;26.298032
-94.73242;29.33169
-121.20124;37.619208
-94.034332;29.676047
-124.168167;40.814849
-114.682909;32.495933
-121.939219;37.468331
-93.509778;29.767227
-120.643853;35.142767
-122.194662;37.695706
-97.212447;28.064322
-96.818819;28.240392
-111.453414;28.361492
-122.190628;37.695231
-95.88202;29.923957
-97.122102;28.004983
-121.813059;36.856549
-115.649094;33.133016
-115.493216;33.176569
-120.926;37.2194
-97.273165;28.315223
-105.504531;22.22815
-118.04446;33.6981
-122.439322;37.806529
-121.711705;38.594919
-94.847769;29.25999
